Id;regCode;title;author;uco;state;dateBegin;dateEnd;muRole;investor;hs;department;annotation;annotationLanguage;annotationTransl;authorType
101451;0555/2020;Prostate tumors: the reverse Warburg effect, the relationship between metabolism and cell mechanical properties: propositions for new therapeutic targets?;Gumulec Jaromír, MUDr. Ph.D.;185198;not approved. invest.;01.01.2021;31.12.2025;Recipient;GA BLACK / JUNIOR STAR;LF;Department of Pathological Physiology; The results of the proposed project will contribute to the understanding of the pathophysiology of CNS processes and the possibility of their suppression in response to traumatic or chemotherapy-induced nerve injury, traumatic spinal cord injury and subarachnoid hemorrhage.;EN;;Academic
101348;0533/2020;Targeting NO and oxidative stress signaling pathways in human and mouse cells to suppress the pathology of Duchenne muscular dystrophy;Rotrekl Vladimír, Mgr. Ph.D.;699;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / LA grants / Lead agency;LF;Institute of Biology;B-cell chronic lymphocytic leukemia is a heterogeneous disease with a variety of somatic mutations found in patients, NOTCH1 and SF3B1 mutations being among the most frequent. They predict an adverse disease course and no targeted therapy for them exist. This project aims to perform CRISPR/Cas9 screen to reveal unique susceptibilities of NOTCH1 or SF3B1 mutated cells that might lead to the identification of novel therapeutic targets. These will be validated and molecular mechanisms proposed.;EN;;Academic
101334;0531/2020;Morphogenesis of mammary epithelial branching induced by mechanical force of fibroblasts.;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;LF;Department of Histology and Embryology;Our previous research identified differential AMPK-mediated ERK pathway responses to metabolic stress in two main melanoma subtypes. We will further investigate the precise molecular regulation of distinct RAF-KSR-AMPK complexes and the mechanism of LKB1-independent AMPK activation in melanoma cells under metabolic stress. Cancer metabolism is emerging as a potential therapeutic target, and understanding the interplay between AMPK and the ERK pathway could lead to new therapeutic opportunities.;EN;;Academic
101320;0528/2020;The endocannabinoid system and the influence of CYP enzymes on metabolic activity;Juřica Jan, doc. PharmDr. Ph.D.;14537;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;LF;Institute of Pharmacology;Combining online TBL and the escape room philosophy will allow multi-professional learning in patient context, to supplement reduced F2F experiential training in healthcare. Creation of scenarios in virtual/mixed/augmented reality (VR/MR/AR) environments will allow remote/distance training, thereby enabling mitigation or reduction of training/education in relatively costly and face to face simulation centres. Scenarios will be built through cooperation with multiple stakeholders, including the ESCAPE4HEALTH and their early project stage experiences, evaluation and guidelines, to support current curricula and foster open education. Scenarios co-created by these multi-stake holder engagement approaches will include scenarios built around the complications induced by COVID-19 and other pandemics and emergencies, which will contribute to the sustainability of the project beyond its duration. To do this extent, we exploit a range of open access innovative practices for remote training, many of them the outcome of Erasmus projects. Evaluation and guidelines will support current curricula and foster open education.;EN;;Academic
101329;0518/2020;In stress, cells don't talk: the effect of ER stress on communication via membrane receptors;Krejčí Pavel, RNDr. Ph.D.;101398;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;LF;Institute of Biology;There is a growing awareness about the limitations of mass-produced drugs, especially the common solid dosage forms (tablets, capsules, etc.). These are generally available in a few strengths (defined doses), disregarding inter- and intra-individual differences between patients, e.g., genetics, age, ethnicity, comorbidities, biorhythms, or human biotype. Individualised therapy is an area of pharmaceutical research that reflects such differences.  However, to fully develop this concept, there is a need for adequate dosage forms allowing precise administration of drugs. New technologies to produce medicinal products are being introduced, with the emphasis on the flexibility of dosing and high patient acceptability. One group of such technologies are printing technologies - e.g., 2D ink-jet or 3D printing. These may be used for the preparation of thin polymeric films, which provide good compliance and treatment adherence along with high formulation flexibility. Printing technologies ensure the deposition of an accurate dose of the drug into a dosage form while allowing to combine several drugs or fine-tune release kinetics. Although printing may help to fulfil one of the goals of the presented project, bringing the personalisation approach directly to healthcare facilities has still some downsides. These are mainly the lack of a simple user interface for the control of printers and basically non-existent legal framework for the whole process.  Hence this project aims: 1) to verify the application of ink-jet and 3D printing in the manufacturing of oral films, 2) to improve the user-friendliness of 2D and 3D printers control software, and 3) to clarify the legislative framework of the complex issue of individualised therapy. The main goal of this project is to propose basic concepts and solutions for the outlined problems, pilot and verify them (including their publication potential), establish close cooperation between interested research groups, and prepare the submission of a comprehensive grant project.;EN;;Academic
101313;0517/2020;Identification and characterization of proteins involved in metabolism of G-quadruplexes and R-loops and molecular mechanisms of their relationship with replication;Krejčí Lumír, doc. Mgr. Ph.D.;18098;Implemented by;01.01.2021;31.12.2025;Beneficiary-coordinator;GA ČR / EXPRO;LF;Institute of Biology;The project deals comprehensively with the issue of diagnosis and therapy of nosocomial agents such as staphylococci, Candida yeasts, Cutibacterium acnes, etc., and thus builds on previous work. New identification and typing methods will be validated, including molecular biology techniques and methods based on capillary electrophoresis, Raman spectrometry and mass spectrometry. Based on the results obtained, diagnostic schemes will be optimised. We will evaluate the role of these agents in the pathogenesis of the disease by monitoring the clinical-epidemiological context and by demonstrating virulence factors, in particular by monitoring the ability to form biofilms. The project also includes the search for new preventive and therapeutic approaches for these infections, including the use of bacteriophages, new antimicrobial agents, as well as monitoring the efficacy of covering chronic wounds and burns.;EN;;Academic
101052;0485/2020;The role of normal and mutant huntingtin in neural development;Bohačiaková Dáša, Mgr. Ph.D.;123980;not approved. invest.;01.01.2021;31.12.2023;Partner;GA ČR / Standard projects;LF;Department of Histology and Embryology;Huntington’s disease (HTT) is a hereditary neurodegenerative disorder caused by a mutation in huntingtin gene. This mutation leads to expansion of polyglutamine tract over 36 repeats. Huntingtin (HTT) fulfills multiple roles within the cell and its mutation leads to both the loss of normal function as well as toxic gain of function phenotypes. Currently no curative therapy for HD is available, but the field is progressing at a fast pace, with most efforts concentrated on lowering mHTT levels, ideally before the HD symptom onset. HTT plays important, but not yet fully elucidated role in the cell differentiation and embryo development and this may have important consequences for application of HTT lowering therapies. In the proposed project we plan to study human HD iPSC lines, HTT null lines and normal HTT iPSC lines and their early and late neuronal differentiation using advanced microscopy and proteomic techniques. We expect to identify new proteins and molecular mechanisms elucidating the role of mHTT in neural differentiation, which could have effects on HD therapy implementation.;EN;;Academic
101008;0476/2020;Missing key data in the draft genome sequences of the causative agents of syphilis and yaws?;Pospíšilová Petra, Mgr. Ph.D.;12972;not approved. invest.;01.01.2021;31.12.2025;Recipient;GA BLACK / JUNIOR STAR;LF;Institute of Biology;Syphilis and yaws are infectious diseases caused by two serologically indistinguishable subspecies of spirochete Treponema pallidum. Syphilis is believed to be sexually transmitted affecting mostly adults and yaws is most often spread by skin to skin transmission in children in hot humid areas. Treponema pallidum was described in 1905 and routine cultivation in vitro is not available. The chromosome of strain isolated by Nichols in 1912 was sequenced in 1998 and promoted further research leading to many studies on genome scale or on discrete genes/proteins. The proposed study will target the regions of the genome which are not covered by multi-clinical sample sequencing studies performed in last few years. These regions contain genes showing sequence diversity, paralogous genes and repetitive regions. The pipeline producing PCR products and sequencing them in parallel using Minion will be produced. The acquired results will be the basis for selection of target genes suitable for functional testing after heterologous expression in E. coli and B. burgdorferi.;EN;;Academic
100992;0475/2020;Structure-function relationship in fibroblast growth factor signaling;Krejčí Pavel, RNDr. Ph.D.;101398;Implemented by;01.01.2021;31.12.2023;Beneficiary-coordinator;GA ČR / LA grants / Lead agency;LF;Institute of Biology;Fibroblast growth factors (FGFs) interact with four types of cell surface receptors (FGFRs) to deliver signals critical for development and functioning of mammalian organs. FGFs trigger proliferative, migrational, anti-apoptotic and metabolic signaling, representing an attractive therapeutic option for tissue regeneration, metabolic syndromes and aging. Such use is however complicated by our poor knowledge of the molecular basis of FGF signaling. How a particular FGF regulates diverse cell responses is not known, and is the subject of the proposal. We will study the structure-function relationship of FGFs by engineering four members of FGF family, FGF8, FGF9, FGF10 and FGF18. We will obtain mutants with increased thermal stability and modified ability to interact with FGFRs and heparan sulphate. These FGF variants will be tested in cells for their ability to activate different types of signaling. The proposed research will unravel structural and biophysical properties of FGFs, which drive the specific cell response.;EN;;Academic
100988;0470/2020;Molecular mechanism of cilia regulation by CILK1 kinase;Bosáková Michaela, Mgr. Ph.D.;106056;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;LF;Institute of Biology;Primary cilia project from cells to perceive and transduce extracellular signals. Ciliogenesis associated kinase 1 (CILK1) is a sensitive regulator of cilia formation and architecture, conserved in its function through evolution. CILK1 mutations have been linked to lethal human developmental pathologies, and evidence of CILK1´s role in tissue homeostasis is also emerging. The molecular by which CILK1 regulates cilia is however not known, and is objective of this proposal. Based on our preliminary data, we hypothesize that CILK1 regulates cilia by phosphorylation of proteins involved in assembly of protein complexes that are crucial for ciliogenesis and regulation of the intraflagellar transport. Using biochemical approaches and in cell experiments, we will identify the motifs among our candidate proteins that are phosphorylated by CILK1 in cells, and determine functional consequences of this phosphorylation in regulation of cilia. This will expand our understanding of basic ciliary processes, and potentially contribute to management of yet untreatable CILK1-mediated disorders.;EN;;Academic
100968;0469/2020;Towards 3D modelling of brain barriers;Joukal Marek, doc. MUDr. Ph.D.;258796;Implemented by;01.01.2021;31.12.2022;Beneficiary-coordinator;Czech Ministry of Education / Activity MOBILITY / Germany;LF;Institute of Anatomy;"Two-years mobility project between the Czech Republic (Masaryk University) and Germany (University of Bayreuth) with a focus on 3D modelling of the brain barriers. 

Choroid plexuses (CPs) of the brain ventricles play a crucial role in brain homeostasis maintenance. Besides the secretion of the cerebrospinal fluid (CSF), the epithelial cells of CP form the blood-CSF (B-CSF) barrier, an interface between the circulating blood and CSF.  Moreover, there is a growing body of evidence implying the involvement of the CP and B-CSF barrier in different neurological disorders such as subarachnoid hemorrhage (SAH), nerve injury, chemotherapy-induced neuropathy, and Alzheimer’s disease. However, the B-CSF barrier is among the least studied structures of the central nervous system (CNS) despite its clinical importance. 
Our group has been focused on investigating the pathology and therapeutic potential of the CP and B-CSF barrier using in-vivo and in-vitro (cell lines grown as monolayers on flat surfaces) models. Our in-vitro cell models (Z310 cell line and primary cells) aim to reproduce B-CSF barrier functionality, plus allow for genetic manipulation and enable us to study and control the passage of active component through the barrier in order to understand its properties at the cellular and molecular level. 
In-vitro two-dimensional (2D) culture systems, in general, are simple, fast, and cost-effective; however, the 2D culture system does not resemble the environment in which cells experience in the brain tissue. Therefore, a significant difference between the 2D cell monolayers and in-vivo characteristics has been reported. Impaired cell-cell communication and reduced intercellular contacts are among the limiting factors of a 2D culture. Nevertheless, three-dimensional (3D) systems can capture complex physiological responses and could closely resemble in-vivo conditions. 
The goal of this project is to develop 3D CP epithelial cell culture and 3D blood-barin barrier (BBB) model employing tissue engineering techniques and biomaterials in order to support advanced studies on the structure and function of the B-CSF barrier in physiological and pathological conditions.";EN;;Academic
100928;0466/2020;LEAN in Medical Education: Reaching for Quality Management Tools to Teach Human Anatomy Effectively in a Multicultural and Multilingual Learning Space;Joukal Marek, doc. MUDr. Ph.D.;258796;not the same. MU;01.09.2020;31.08.2023;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Institute of Anatomy;"In the Project, those who are already using cutting edge educational technology and management tools in teaching Anatomy (Cambridge University) will collaborate with those who have experience implementing Sustainable Development Goal 4 on Quality of Higher Education including internationalisation of teaching medical and healthcare sciences (Karolinska Institutet) and will work closely with those Project Partners who are experienced in teaching Anatomy for international students (Hungarian, Polish and Czech medical university Partners) but might not have implemented effective quality management policies in internationalisation of the curriculum, particularly with limited expertise in modern educational methodology and management tools in teaching Human Anatomy. During the course of the Project, experts from Project Partners meet during seminars (Training events). They will develop together the methodology behind the Pilot Course on “Teaching Anatomy Course Organizers to improve pedagogic
and management competencies of Anatomists at tertiary institutions with international medical curricula”, along with related Intellectual Outputs. Once this week-long Pilot Course is designed, it will be tested on a group of 20 Eastern European Anatomists who are course organizers and who want to learn new educational methodology and management tools and want to teach others at their HEIs. Based on the knowledge learned during the Pilot Course, the Pilot Course Participants will deliver demonstration lessons (half a day) in Hungary, in Poland and in the Czech Republic to a wider community of anatomists outside of the Project (not at institutions participating in the Project) during 9 Multiplier Events. They will gather insights from the demonstrations and will collaborate with their Project Team on developing a Guidebook with policy recommendations. The results of the Project will be presented at a final konference and e-published.";EN;;Academic
100608;0409/2020;Uncovering molecular mechanisms of Alzheimer's disease initiation using brain organoids;Bohačiaková Dáša, Mgr. Ph.D.;123980;Implemented by;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;LF;Department of Histology and Embryology;"Alzheimer´s disease (AD) is an incurable progressive neurodegenerative disorder in the elderly population worldwide. However, despite tremendous effort, the initial trigger of AD initiation that likely happens decades before the AD diagnosis is still unknown. And while the current body of research supports the concept that protein aggregation initiates the onset of AD, failure of over 413 clinical trials performed thus far that aimed to treat AD highlights the importance of introducing novel analytical strategies and methods to explore this disease from a new unbiased perspective. Therefore, the overall objective of this project is to determine which molecules, molecular pathways, and cell types are altered during the initial phase of AD development and use this knowledge to validate markers (and possibly “druggable targets”) of early disease onset. Specifically, we aim to 1) perform single-cell sequencing of our established functional AD-iPSCs-based model of brain organoids in the timeline experiments; 2) use unbiased data analysis to reveal molecules, molecular pathways, and cell types that are altered during the initiation of AD pathogenesis and pinpoint the relevant AD-driver change(s); and 3) evaluate if any of these novel findings could be used as early disease onset marker or possibly as AD drug-targets and perform functional studies of selected molecules. To this date, such single-cell seq analysis of AD-brain organoids has not been performed, nor has any of the available single-cell seq research from post-mortem AD-brains addressed the initial steps leading to the manifestation of AD pathology. Thus we believe that this project could significantly contribute to solving the initial trigger that stands behind the early steps of AD pathogenesis.";EN;;Academic
100590;0407/2020;Swafs call;Demlová Regina, doc. MUDr. Ph.D.;24063;not approved. invest.;01.01.2021;31.12.2023;Partner;EU / H2020 / Science with and for Society;LF;Institute of Pharmacology;"The project intends to bring a wide variety of benefits to researchers and policy makers and society across the research and innovation cycle, through the promotion of CYP and healthy youths involvement in clinical research. The strict collaboration between the youths and clinical researchers can accelerate and make possible the production of new scientific knowledge; it can lead to innovations that meet the needs of small population like paediatric patients population. At the same time the project intends to overcome difficulties (that youths and patients that may have), participating in international collaborations. raising public knowledge of science, encouraging citizens to participate in the scientific process by observing, right up to setting scientific agenda and co-designing and implementing science-related policies.";EN;;Academic
99928;0358/2020;Dynamic signaling code ERK in mammary gland development and tumors;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;not approved. invest.;01.01.2021;31.01.2023;Beneficiary-coordinator;GA ČR / LA grants / Partner Agency;LF;Department of Histology and Embryology;"ERK signaling plays a crucial role in regulation of key cellular physiological processes, including proliferation, differentiation, migration, survival, and death. Thereby, ERK signaling is essential for mammary gland development, including, and dysregulation of ERK signaling leads to breast cancer. However, it remains largely elusive, how ERK signaling executes the divergent functions during breast development and cancerogenesis. We hypothesize that specific patterns of ERK signaling dynamics encode distinct morphological processes during mammary gland development, determine different cancer cell behaviors, and confer differences in therapeutic susceptibilities and prognosis. 
The overall objective of this project is to decipher the ERK activity dynamics code in mammary gland development and breast cancer. To this end, we aim to 1) uncover the ERK activity dynamics patterns during mammary morphogenesis and cancer progression using state-of-the-art bioimaging approaches with highly sensitive ERK biosensors in developmentally and clinically highly relevant in vivo and ex vivo models; 2) decipher the ERK dynamics code by tracking the cellular and molecular outcomes of ERK activity dynamics by analyzing gene expression and protein abundance patterns using non-targeted and targeted approaches; and 3) validate our findings by perturbation analysis using specific inhibitors to modulate ERK signaling in normal and cancer cells. 
The proposed experimental techniques with cellular resolution, ranging from ERK biosensor to single-cell transcriptome and spatial transcriptomic analyses, hold the promise to elucidate the relationship between ERK activity dynamics, morphogenesis and cancerogenesis while considering cellular heterogeneity. Our research collaboration will provide essential, in-depth insights in the basic biology of this crucial signaling pathway during mammary gland development and breast cancer progression. In the era of precision medicine, our findings will shed light on mechanisms of normal and neoplastic breast cell heterogeneity and lead to the development of new rational, tailored treatment strategies and predictions of therapeutic responses for breast cancer patients.";EN;;Academic
99326;0321/2020;DANUBIUS;Krejčí Lumír, doc. Mgr. Ph.D.;18098;not approved. invest.;07.01.2021;06.01.2024;Beneficiary-coordinator;EU / H2020 / Science with and for Society;LF;Institute of Biology;DANUBIUS addresses the requirements of the work programme “Science with and for Society” that focuses on the collaboration between formal and informal science education providers, enterprises and civil society to ensure relevant and meaningful engagement of all societal actors with science and increase the uptake of science studies, citizen science initiatives and science-based careers, employability and competitiveness.;EN;;Academic
98890;0293/2020;Linked Recognition Epitope Matching: Digital Diagnostic and Prediction Platform on Multiple Data for Increased Precision in Clinical Decision Making and Improved Organ Transplantation;Demlová Regina, doc. MUDr. Ph.D.;24063;not approved. invest.;01.01.2021;31.12.2025;Another participant;EU / H2020 / Health, demographic change and wellbeing (Societal Challenges);LF;Institute of Pharmacology;"Prospective European registry of renal transplant recipients for documentation of immunologic and overall outcomes after LiREM epitope matching. Purpose of the registry is to establish prospective observational data on the outcome (overall and immunologic) of renal transplant recipients in relationship to the LIREM algorithm.
The LiREM-Trial is a multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy in kidney transplant recipients with low immunologic risk as assessed by LiREM epitope matching. Study purpose is to establish efficacy and safety of a reduced immunosuppressive therapy for renal transplant recipients with low immunological risk as assessed by LiREM epitope matching.";EN;;Academic
98386;0239/2020;European consortium for communicating gene- and cell-based therapy information.;Hampl Aleš, doc. MVDr. CSc.;47170;Implemented by;01.01.2021;31.12.2023;Partner;EU / H2020 / Europe in a changing world - inclusive, innovative and reflective Societies (Societal Challenges);LF;Department of Histology and Embryology;"The European Consortium for Communicating Gene and Cell Therapy Information (EuroGCT) unites 49 partner organisations and institutions across Europe, including the major European advanced therapies learned societies, with the common goal of providing reliable and accessible information related to cell and gene therapy development to European stakeholders. EuroGCT has two major objectives:
• To provide patients, people affected by conditions, healthcare professionals and citizens with accurate scientific, legal, ethical and societal information and with engagement opportunities, and thus to support better informed decisionmaking
related to cell and gene-based therapies.
• To facilitate better decision-making at key points in development of new therapies and thus enable improved product development, by providing the research community and regulatory and healthcare authorities with an information source on
the practical steps needed for cell and gene therapy development.
To achieve our aims, EuroGCT will adopt a highly structured system for coordinated management of information related to cell and gene therapy development and, from this, will implement an ambitious programme of online and direct stakeholder
information provision and engagement. All outputs will be delivered in 7 European languages, to ensure broad accessibility, and will be rigorously evaluated against measurable objectives throughout the project duration. The proposed consortium
comprises leading cell and gene therapy-related organisations and basic and clinical research labs across Europe, including new member states; together with experts in product development, ethical, legal and societal issues, and in evaluating clinical outcomes; patient representatives; and science communicators. It thus is uniquely placed to develop a world-leading cell and gene therapy information resource and to meet the challenge outlined in Topic SC1-HCO-19-2020.";EN;;Academic
98247;0229/2020;Arteficial Intelligence (AI) for Smart Hospital for the Future;Demlová Regina, doc. MUDr. Ph.D.;24063;not approved. invest.;01.01.2021;31.12.2024;Partner;EU / H2020 / Health, demographic change and wellbeing (Societal Challenges);LF;Institute of Pharmacology;New digital technologies will play a role in transforming health and care systems. In particular, artificial intelligence and robotics, have the potential to transfomr health and care facilities across their range of functions from the clinical aspects (screening and prevention, diagnosis, treatment, surgicalk support) to organizational and logistic aspects. AI and robotics partners (IMEC, Philips, Fraunhofer, FP robotics, Digitouch, UZ Brussels, Zebra, Barco), lead and non-lead hospitals and non-hospital partners will collaborate on the project to show efficiency and benefits of AI and robotics in health care.;EN;;Academic
98226;0227/2020;Evidence Implementation in Clinical Practice;Klugar Miloslav, PhDr. Ph.D.;242191;Implemented by;01.09.2020;31.08.2022;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Institute of Biostatistics and Analyses;This project is focused on strengthening partnership between German, Czech, Polish and Croatian healthcare institution in Evidence Implementation and Translation approaches. Our priority is to increase knowledge and skills in the best Evidence-Based approaches in implementation science between project partners.;EN;;Academic
98206;0226/2020;"Conceived and Born in ""Real Socialism"": Social Conditions, Perinatal Stress and their Effect on Life";Čuta Martin, Mgr. Ph.D.;39803;not approved. invest.;01.01.2021;31.12.2023;Recipient;GA ČR / Standard projects;PřF;Department of Anthropology;The proposed project aims to investigate the impact of late prenatal and early postnatal stress on development and health outcomes in later life. Using data from Brno Growth Study (BGS), which monitored its participants from prenatal stages of development till adulthood and regularly collected many anthropometric, behavioral as well as biospecimen data, including hair samples and a follow-up on that study, we will focus on the three following objectives. First, we aim to assess stress-related alterations of hypothalamic-pituitary-adrenocortical (HPA) axis function in early life by the analysis of cortisol from hair samples collected at birth and another three time points during the first year of life.  Second, we aim to assess the relationships between alterations of HPA axis function in early life and health, growth, and cognition during childhood and adolescence. Finally, we aim to conduct a neuroimaging, behavioral and developmental follow-up of a subset of the BGS participants in their early 60s to assess the relationships between alternations in HPA axis function during early life and brain and behavior in older adulthood. This interdisciplinary research capitalizing on a unique longitudinal cohort study bridges the fields of anthropology, medicine, and neuroscience and offers unprecedented breakthrough into the long-term health consequences of exposure to early life stress.;EN;;Academic
97266;0162/2020;A randomized and controlled trial to compare the safety, tolerability and preliminary efficacy between TTV-based and conventional tacrolimus trough level-guided immunosuppression in stable adult kidney transplant patients with low immunologic risk in the f;Demlová Regina, doc. MUDr. Ph.D.;24063;Implemented by;01.01.2021;31.12.2025;Another participant;EU / H2020 / Health, demographic change and wellbeing (Societal Challenges);LF;Institute of Pharmacology;"Randomised, controlled, single blind, multinational and investigator initiated phase II trial, designed to access safety, tolerability and preliminary efficacy.
Kidney transplantation represents the gold standard for patients with ESRD. After transplantation, immunosuppressive drugs are crucial to reducing the risk for organ rejection. Apart from this desired effect, the compromised immunocompetence of the recipient leads to an increased risk for infectious disease. Moreover current immunosuppression regimens are unable to sufficiently control allorecognition of the graft, which leads to chronic rejection. Thus optimal management of immunosuppressive drug dosing requires a delicate balance between inadequate and excessive immunosuppression. At present, there is no diagnostic test or algorithm for optimal guidance of immunosuppressive drugs. Monitoring relies on the quantification of calcineurin inhibitor, mostly tacrolimus, through levels in the peripheral blood, which correlate more closely with the risk of drug-related toxicity than the immunosuppressive efficacy. There is an urgent need for tools to personalise immunosuppression thereby reducing the risk of infectious disease and, at the same time, graft rejection.";EN;;Academic
96144;0091/2020;Training in Immersive Reality for Medical Education - TIMMER-MED;Štourač Petr, prof. MUDr. Ph.D., MBA, FESAIC;203027;not approved. invest.;01.09.2020;31.08.2023;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Simulation Centre;Today, medical education in Ukraine is in the most cases focused on the acquisition and consolidation of a large amount of theoretical knowledge. Practical skills, which are an extremely important competence of doctors and medical staff, are spent to a lesser extent. The application of immersive reality will allow students to learn how to apply theoretical knowledge and to practice practical skills in situations that are as close to real as possible. Such training is especially important for developing emergency care. After all, crises in an unprepared person often cause a state of panic and stupor, which significantly reduces the effectiveness of assisting to even well-trained medical staff. The use of immersive reality in the complex of an innovative first aid course for medical students and nurses will help to better cope with crises and adequately assist the victims. It will also help future physicians to better understand the scope and stage of care.;EN;;Academic
95544;0057/2020;Bacteria and Alzheimer's: revealing fundamental links using brain organoids;Bohačiaková Dáša, Mgr. Ph.D.;123980;not approved. invest.;01.06.2020;31.05.2021;Recipient;OZ / Other foundations/funds abroad;LF;Department of Histology and Embryology;Alzheimer's disease (AD) is the most common cause of dementia (60-80% of cases) in elderly population worldwide. The current body of research supports the concept that protein aggregation initiates the onset of Alzheimer's disease. However, in spite of a large number of available literature and studies, a mechanism of pathogenesis and potential treatment for AD remains elusive. Here we aim to evaluate the “pathogen hypothesis” of AD initiation. Using a model of patient-specific stem cell-derived cerebral organoids, we will test whether the infection by common pathogens, such as Porphyromonas gingivalis and Herpes virus type 1, induces the accumulation of amyloid-beta. Subsequently we will perform single-cell sequencing and analyze the pathogen-induced molecular changes connected to amyloid-beta accumulation. These results could possibly reveal novel insights into the mechanism of AD initiation and eventually lead to new ways of treatment of AD.;EN;;Academic
93823;1626/2019;Towards an International Network for Evidence-based Research in Clinical Health Research in the Czech Republic;Klugar Miloslav, PhDr. Ph.D.;242191;Implemented by;01.06.2020;30.09.2022;Recipient;MŠMT ČR / INTER-EXCELLENCE / INTER-COST;LF;Czech National Centre EBHC-KT;New studies should be supported by systematic reviews (SR) as studies with the most appropriate design and methodology and should be implemented based on systematically assessing existing research. EVBRES (Evidence-Based RESearch) will establish an international European network to raise awareness of the need to use the SR in planning new studies and in putting new results into practice.;EN;;Academic
93303;1594/2019;RecQ4 - a protein hub required for proper replication and recombination and its implications in Rothmund-Thomson Syndrome;Krejčí Lumír, doc. Mgr. Ph.D.;18098;Implemented by;01.03.2020;31.12.2022;Recipient;MU / GA MU / INTERDISCIPLINARY;PřF;National Centre for Biomolecular Research;Mutations in RECQ4 helicase cause the Rothmund-Thomson syndrome. The disease is characterized by chromosome fragility, premature aging, developmental abnormalities and predisposition to cancer. RecQ4 participates in several cellular processes, including DNA replication, DNA damage response, telomere and mitochondrial maintenance. However, it is not clear which impaired functions of RECQ4 trigger the pathogenic effects. We have identified several novel RecQ4 interacting partners mediated by the conserved N-terminal domain required for cell viability. Here we propose a multidisciplinary set of biochemical, biophysical, structural, cellular and genetic approaches to understand the molecular function of RecQ4 protein in cells and its correlation to disease development. We set three goals to unravel the roles of RecQ4 during replication and resolution of replication/recombination intermediates. Krejci’s lab will focus on biochemical characterization of the above-mentioned protein interactions and their effect on replication initiation and progression, as well as resolution of stalled intermediates in human cell lines. Tripsianes’ group will focus on structural and biophysical characterisation of interaction interfaces and identify separation of function mutants. Silva’s team will nicely complement the biological role of RecQ4 in the C.elegans model system. The proposed synergy promises to dissect RecQ4 multiple functions in genome maintenance, which in turn will offer a better understanding on the development of RECQ4 associated diseases.;EN;;Academic
93164;1587/2019;Stress resilience and ability to successfully cope with physical and verbal attacks;Brázdil Milan, prof. MUDr. Ph.D.;2042;not approved. invest.;01.03.2020;31.12.2022;Recipient;MU / GA MU / INTERDISCIPLINARY;LF;I. neurological clinic;The interindividual variability in the stress perception and associated changes to the stress resilience can constitute a huge barrier to excellent performance in many highly stressful occupations. Even though there are methods available to measure the stress resilience, very few tools are available that would make it possible to reliably categorize population based on the stress resilience of its individuals. This can have consequences especially in high stress situations such as combat scenarios, where it is only after the event where we are able to assess the resilience – however, to prevent the adverse outcome of the high-stress stimulus it is necessary to predict stress resilience before the event actually occurs. Overall, this project focuses on monitoring stress and stress resilience in various scenarios by by established physiological and psychological markers of stress and stress resilience as well as by our novel methodology for stress measurement. Moreover, the project will investigate the connection between neural activity and subjective as well as physiological markers of stress and stress resilience. The main goal of the study is to devise a method based on multiple layers of data (physiological markers of stress, neuroimaging, psychological data) making it possible to distinguish between more and less stress resilient individuals. We are convinced that such a method would have a far-reaching implication for the basic research, medicine, and various other applied fields, including space physiology.;EN;;employee, academic
