Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
60887;8J21FR009;1.1.2021;Investigating the mechanical forces of the stroma in the development of branching organs;Mgr. Zuzana Sumbalová Koledová, Ph.D.;233399;31.12.2022;Příjemce;MŠMT ČR / Aktivita MOBILITY / Francie;LF;Ústav histologie a embryologie;;156 000;Kč;Ne; In 2018-2019, we obtained six B. miyamotoi isolates from female common ticks. Sample collection through an online campaign continues this year. We are looking for imbibing female ticks. Eggs from female ticks are incubated until larvae hatch. DNA from female ticks is isolated using the DNA Blood & Tissue kit, and the presence of B. miyamotoi DNA is detected by real-time PCR detection of the glpQ gene. Larvae derived from B. miyamotoi-positive females will be used for culture in FEM-F medium. The first passage of strains potentially containing plasmids will be stored at -80 °C. Bacterial DNA will be isolated using Long Read DNA Library prep and sequenced on the lllumina and MinlON platforms. Sequencing reads will be analyzed with bioinformatics tools and the resulting chromosome and plasmid;Odbor výzkumu (OV)
61348;871096;1.1.2021;Consolidating the capacities of EATRIS-ERIC for Personalised Medicine;MUDr. Jiří Deml;116458;31.12.2024;Jiný účastník;EU / H2020 / RI;LF;Farmakologický ústav;;50 000;€;Ne;sequences will be compared to B. miyamotoi genomes published in GenBank. Primers for molecular typing will be designed for variable sites localized on the chromosome and plasmids. The aim is to design a typing system that will discriminate among European strains of B. miyamotoi between subtypes.;Odbor výzkumu (OV)
64151;896932;1.5.2021;A randomized and controlled trial to compare the safety, tolerability and preliminary efficacy between TTV-based and conventional tacrolimus trough level-guided immunosuppression in stable adult kidney transplant patients with low immunologic risk in the f;doc. MUDr. Regina Demlová, Ph.D.;24063;30.04.2026;Jiný účastník;EU / H2020 / Health, demographic change and wellbeing (Societal Challenges);LF;Farmakologický ústav;;27 860;€;Ne;Escherichia coli plays an irreplaceable role in the human intestinal microflora. E. coli isolates include representatives of non-pathogenic resident strains as well as intestinal and extraintestinal pathogens (e.g. enteroinvasive E. coli, enteropathogenic E. coli, enterotoxigenic E. coli, Shiga-toxigenic E. coli, uropathogenic E. coli). Uropathogenic E. coli (UPEC) is clearly the most common causative agent of urinary tract infections (70-95% of cases), with the source of infection being the patient's resident gut microflora. UPEC strains encode several virulence factors that allow them to colonize the human urinary tract (e.g., fimbrial and nonfimbrial adhesins), survive in it (iron acquisition systems), and finally, damage the urinary epithelium (e.g., cytotoxic necrotizing factor).;Odbor výzkumu (OV)
59627;965241 EuroGCT;1.2.2021;European consortium for communicating gene- and cell-based therapy information.;doc. MVDr. Aleš Hampl, CSc.;47170;31.01.2026;Partner;EU / H2020 / Health, demographic change and wellbeing (Societal Challenges);LF;Ústav histologie a embryologie;;0;€;Ne; UPEC strains, like other E. coli, are capable of producing bacteriocins, antimicrobial agents with a specific spectrum of action. The importance of bacteriocin production is not yet fully understood, but it is thought that it may mft an offensive role, in the invasion of the producer into a new microbial community. Moreover, previous studies have shown that the production of certain types of bacteriocins is associated with the type of pathogen. UPEC strains were found to have an increased prevalence of colicin E1 (Šmajs et al. 201), which was additionally sequence divergent from the genetic variant of that colicin in the resident gut microbiota.;Odbor výzkumu (OV)
65049;ATCZ292;1.1.2022;Sharing experience in scientific software and applications development;RNDr. Martin Komenda, Ph.D.;98951;31.12.2022;Příjemce-koordinátor;MMR ČR / INTERREG V-A R-ČR;LF;Ústav simulační medicíny;;72 360;€;Ne; This project aims to study the mechanism of action of different colicin E1 variants with respect to their biological function in the gut environment and during invasion of the producer into the urinary tract. Emphasis will be placed on understanding the role of bacteriocins (especially colicin E1) in UPEC strains, especially in terms of virulence of the strains.;Odbor pro rozvoj (OPR)
63601;GA22-02149S;1.1.2022;Reconstruction of the medieval castle kitchen operation in relation to waste management on the example of Rokštejn Castle;Mgr. Jana Mazáčková, Ph.D.;14075;31.12.2024;Příjemce;GA ČR / Standardní projekty;FF;Ústav archeologie a muzeologie;LF;;Kč;Ne;The main aim will be to demonstrate the changes of the blood-brain barrier in the plexus choroideus after nervous system injury, including;Odbor výzkumu (OV)
64050;GA22-02794S;1.1.2022;Mechanoreception as a mechanism controlling odontogenesis across vertebrates;Mgr. Jan Křivánek, Ph.D.;269447;31.12.2024;Partner;GA ČR / Standardní projekty;LF;Výzkumná skupina Jana Křivánka;;4 996 000;Kč;Ne;in particular subarachnoid haemorrhage and peripheral nerve damage, on the basis of in vivo and in vitro experiments;Odbor výzkumu (OV)
64368;GA22-13277S;1.1.2022;Ciliary Tau tubulin kinase 2 in health and disease: structure and function;Mgr. Lukáš Čajánek, PhD.;40690;31.12.2024;Příjemce;GA ČR / Standardní projekty;LF;Výzkumná skupina Lukáše Čajánka;PřF;7 395 000;Kč;Ne;. Experimental models of subarachnoid haemorrhage by application of blood to the cisterna magna, chronic oppression of the nervus sciatica and taxol-induced peripheral neuropathy will be used to achieve the research objectives. Experimental and control animals within each model will survive for 7, 14 and 21 days. After the indicated survival time, animals will be sacrificed and transcardially perfused with Zamboni's fixative solution. Expression of pro-inflammatory cytokines (IL-1b, IL-6, TNF-a) and their receptors, To/1-like receptors (TLRs)-3, -4, -9 and tight junction proteins (occludin, claudin, Z0-1) will be detected on longitudinal cryostat sections through the cervical spinal ganglia. Verification of the results will be performed by Western Biot. The;Odbor výzkumu (OV)
66438;GA22-28784S;1.1.2022;High-frequency epileptiform activity in the human brain at the macro- and microscopic level;prof. MUDr. Milan Brázdil, Ph.D.;2042;31.12.2024;Partner;GA ČR / Standardní projekty;LF;I. neurologická klinika;;4 711 347;Kč;Ne;permeability of the blood-brain barrier will be studied in vivo by applying labelled tracers and albumin concentration in cerebrospinal fluid.;Odbor výzkumu (OV)
66378;GA22-30397S;1.1.2022;Novel molecular mechanisms of dynamic control of the ERK pathway in melanoma as potential therapeutic targets;Mgr. Stjepan Uldrijan, CSc.;104691;31.12.2024;Příjemce;GA ČR / Standardní projekty;LF;Výzkumná skupina Stjepana Uldrijana;;7 946 000;Kč;Ne;ln vitro experiments will be performed on primary cultures of choroid plexus cells and Z310 cell line. ln vitro model of subarachnoid haemorrhage will be performed by applying human haemoglobin. To assess the effect of damage associated molecular patterns (DAMPs) produced after peripheral nerve injury, TLR agonists will be applied in vitro. Expression of pro-inflammatory cytokines (IL-1b, IL-6, TNF-a) and their receptors, Toll-like receptors (TLRs) -3, -4, -9 and tight junction proteins (occludin, claudin, Z0-1) will be assessed in vitro by immunohistochemical detection and verified by Western Biot.;Odbor výzkumu (OV)
66758;LX22NPO5103;1.6.2022;National Institute of Virology and Bacteriology;doc. Mgr. Pavel Plevka, Ph.D.;115541;01.11.2025;Partner;MŠMT ČR / Národní plán obnovy / 5.1 EXCELES;CEITEC;VS Pavla Plevky;LF, PřF;;Kč;Ne;"The targeting of nanocarriers to the tumor bed is currently based mainly on two strategies, namely passive and active targeting. Passive targeting of anti-cancer therapy using carriers exploits the effect of increased permeability and retention that is characteristic of tumor tissue. This results in increased accumulation of carriers in the malignant tissue. However, the disadvantage of this type of targeting is the high interindividual variability of the described effect between patients. The autonomous systems proposed in the present project, the so-called ""magnetically-guided robots"", are capable not only of autonomous active targeting of tumour tissue, but also of active movement through the applied magnetic field. Magnetobots thus have the potential to represent a versatile treatment carrier independent of both tissue specificity, or interindividual variability between patients, and cancer type. The magnetobots that will be tested in our project are able to release therapeutics ""on demand"". Thanks to this property, they have an extraordinary potential to reduce the toxicity of anticancer treatment towards healthy tissue, to protect healthy tissue from its side effects, and ultimately to open up new horizons for so-called precision medicine. Another unique feature of these magnetobots is their ability to respond to applied NIR light. It is known that cancer cells are more sensitive to heat than healthy cells. The elevated temperature induced by the applied NIR light damages tumor tissue due to denaturation of proteins and damage to cell organelles. This magenetobot-induced hyperthermia then has the potential, synergistically with ""on-demand"" drug release, to destroy cancer cells with extraordinary efficiency and precision. The project will test the cytotoxicity of magnetobots and their ability to target anticancer therapy primarily against selected ovarian and breast tumor cell lines. Specific emphasis will be placed on their ability to enhance the efficacy of therapy in treatment-resistant tumour lines, particularly those resistant to doxorubicin therapy. Their haemocompatibility, efficacy of drug binding to the carrier and intracellular localisation, or their ability to inhibit the migratory potential of tumour cells and the establishment of metastatic foci will also be determined. Our project will result in the determination of the biological properties and evaluation of the efficacy of the described magnetobots for synergistic and controllable photothermal and magnetothermal therapy of cancer and photothermally and magnetothermally activated drug release. The proposed project opens new possibilities in so-called ""on-demand"" drug delivery, which may lead to new applications in cancer therapy and in biomedicine in general.";Odbor pro rozvoj (OPR)
66538;MUNI 3.2.1;1.1.2022;MUNI 3.2.1;doc. JUDr. Radim Polčák, Ph.D.;21177;30.06.2024;Příjemce;MŠMT ČR / Národní plán obnovy / 3.2.1 Transformace VŠ;RMU;Odbor pro rozvoj;LF, FaF, FF, PrF, FSS, PřF, FI, PdF, FSpS, ESF, CEITEC, Teiresiás, ÚVT, CJV;;Kč;Ne;The response of the cardiovascular system (CVS) to orthostatic stress provides important;Odbor pro rozvoj (OPR)
63579;MUNI/A/0963/2021;1.1.2022;Evaluation of the corneal endothelial layer in contact lens wearers using endothelial microscopy;Mgr. Petr Veselý, DiS., Ph.D.;176573;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Kat.optometrie a ortoptiky;;193 000;Kč;Ne;information about the regulation of the CVS by the autonomic nervous system (ANS). Many;Odbor výzkumu (OV)
63578;MUNI/A/1090/2021;1.1.2022;The contribution of {bio}chemical methods in the study of the molecular basis of selected pathological phenomena and diseases;Mgr. Jiří Slanina, Ph.D.;689;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Biochemický ústav;;289 000;Kč;Ne;hemodynamic parameters, their derivatives and variability are altered by a;Odbor výzkumu (OV)
63592;MUNI/A/1126/2021;1.1.2022;Efficacy and suitability of the MindCare online program and mobile app on mental and physical health in cancer patients: a randomized controlled trial;doc. PhDr. Miroslav Světlák, Ph.D.;13644;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav psychologie a psychosomatiky;;289 000;Kč;Ne;variety of diseases and thus have diagnostic potential for monitoring early changes in CVS regulation.;Odbor výzkumu (OV)
63591;MUNI/A/1132/2021;1.1.2022;Hearing loss in childhood - causes, diagnosis, rehabilitation options VI.;doc. MUDr. Milan Urík, Ph.D.;141920;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika dětské ORL;;290 000;Kč;Ne;;Odbor výzkumu (OV)
63577;MUNI/A/1133/2021;1.1.2022;From cell to medicine;prof. PharmDr. Petr Babula, Ph.D.;14996;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Fyziologický ústav;;771 000;Kč;Ne; The objectives of the research will be to analyse changes in a set of CVD parameters in healthy and diseased subjects.;Odbor výzkumu (OV)
63590;MUNI/A/1144/2021;1.1.2022;Diagnosis and pathophysiology of neuropathic pain and other symptoms and comorbidities of neurological diseases;prof. MUDr. Josef Bednařík, CSc.;1308;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Neurologická klinika;;482 000;Kč;Ne;;Odbor výzkumu (OV)
63576;MUNI/A/1155/2021;1.1.2022;Analysis of cognition and consciousness using functional methods;prof. MUDr. Ivan Rektor, CSc.;1073;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;I. neurologická klinika;;1 157 000;Kč;Ne; The set of CVS parameters: systolic, diastolic and mean arterial pressure, heart rate,;Odbor výzkumu (OV)
63589;MUNI/A/1156/2021;1.1.2022;Differential diagnosis and prognosis estimation of internal diseases 5;MUDr. Jan Novák, Ph.D.;324158;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;II. interní klinika;;193 000;Kč;Ne;systolic volume, cardiac output, cardiac index, total vascular peripheral resistance and its index, L VET, pulse waveform parameters, pulse wave velocity, variability of these parameters,;Odbor výzkumu (OV)
63588;MUNI/A/1166/2021;1.1.2022;Protective pulmonary ventilation during general anaesthesia and intensive care in paediatric patients: a retrospective study III;doc. MUDr. Jozef Klučka, Ph.D.;119252;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika dětské anesteziologie;;1 157 000;Kč;Ne;baroreflex sensitivity, coherence between blood pressure and heart rate.;Odbor výzkumu (OV)
63567;MUNI/A/1178/2021;1.1.2022;Simulation training in identification and prevention of critical events in anaesthesiology and intensive care III.;MUDr. Tamara Skříšovská;381338;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav simulační medicíny;;578 000;Kč;Ne;;Odbor výzkumu (OV)
63566;MUNI/A/1244/2021;1.1.2022;Innate immunity and its abnormalities in the development of immunopathological conditions;prof. MUDr. Jiří Litzman, CSc.;403;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav klin. imunologie a alergolog.;;386 000;Kč;Ne; Objective 1) Investigation of the effect of orthostatic load on the parameters of the subject's CVS (reclining on a 45°-60° tilt table);Odbor výzkumu (OV)
63565;MUNI/A/1291/2021;1.1.2022;Nosocomial infections - new ways of their diagnosis and therapy;prof. MUDr. Filip Růžička, Ph.D.;1100;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Mikrobiologický ústav;;482 000;Kč;Ne;Objective 2) Investigation of the effect of controlled breathing (breathing according to a metronome, frequency 0.25 Hz) on the;Odbor výzkumu (OV)
63575;MUNI/A/1328/2021;1.1.2022;Determination of plasma levels of bronchodilators and the effect of their combinations on cardiomyocyte cell cultures;MUDr. Martin Ščurek;359079;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika nemocí plicních a tuberkul.;;386 000;Kč;Ne;parameters of the CVS.;Odbor výzkumu (OV)
63564;MUNI/A/1330/2021;1.1.2022;New approaches in research, diagnosis and therapy of haematological malignancies IX;RNDr. Ludmila Šebejová, Ph.D.;85269;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Interní hematol.a onkol.klinika;;1 639 000;Kč;Ne;Objective 3) Comparison of the response to orthostatic exercise and breathing between groups of healthy subjects and patients;Odbor výzkumu (OV)
63563;MUNI/A/1331/2021;1.1.2022;Functional morphology: from molecular biology to clinical anatomy;doc. MUDr. Marek Joukal, Ph.D.;258796;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Anatomický ústav;;482 000;Kč;Ne;Objective 4) Analysis of infra- and inter-individual variability of CVS parameters;Odbor výzkumu (OV)
63574;MUNI/A/1341/2021;1.1.2022;Comprehensive approach to skin and mucosal integrity disorders II.;PhDr. Simona Saibertová, Ph.D.;156459;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav zdravotnických věd;;386 000;Kč;Ne;;Odbor výzkumu (OV)
63562;MUNI/A/1361/2021;1.1.2022;Multimorbid senior - neither too much nor too little diagnosis and therapy II;MUDr. Katarína Bielaková, Ph.D., MHA;328255;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika interní, geriatr. a pr.lék.;;289 000;Kč;Ne;;Odbor výzkumu (OV)
63561;MUNI/A/1380/2021;1.1.2022;Creation of a 3D lung tissue model for lung disease modelling and drug testing;MUDr. Vladimír Čan;214165;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Chirurgická klinika;;289 000;Kč;Ne;"Retinal organoids generated from human pluripotent stem cells represent a suitable experimental model for the study of human retinal development and a potential source for cell therapy in the treatment of retinal dystrophies. However, retinal cells generated in vitro are not fully differentiated and also show impaired functionality, which is associated with underdeveloped photoreceptor outer segments and less synaptic connectivity. The limited retinal cell connectivity, deregulation of important signaling pathways, and altered expression of genes important for photoreceptor function result from the lack of natural instructive signals that are normally present in vivo. The aim of this project is to determine whether and how light stimulation improves retinal cell differentiation and synaptic connectivity in retinal organoids. To this end, we have developed a unique optical device for photostimulation of retinal organoids. Our preliminary data show that photostimulation of retinal cells leads to improved differentiation. The specific aims of this project include: - to assess the effect of photostimulation on retinal cell differentiation and physiological properties;";Odbor výzkumu (OV)
63560;MUNI/A/1385/2021;1.1.2022;Electrophysiological and neuroimaging methods in psychiatry;Mgr. Bc. Pavla Linhartová, Ph.D.;361780;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Psychiatrická klinika;;771 000;Kč;Ne;"- to determine the role of circadian rhythms in retinal cell differentiation; -";Odbor výzkumu (OV)
63559;MUNI/A/1388/2021;1.1.2022;The importance of radiological interventions and advanced imaging methods in the diagnosis and treatment of patients with malignant disease;MUDr. Tomáš Andrašina, Ph.D.;51232;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika radiologie a nukleární medicíny;;868 000;Kč;Ne;to identify genes and specific retinal cell types that show a response to photostimulation.The effect of photostimulation on the progression of differentiation into retinal organoids will be assessed using a range of molecular biological (RT-qPCR, gene expression manipulation, immunofluorescence staining), biochemical (Western blot), microscopic (fluorescence confocal, electron microscopy) and electrophysiological methods (multielectrode essay). The project will result in a closer understanding of the general mechanisms of human retinal development, which is essential for the development of differentiation protocols for future use in regenerative medicine.;Odbor výzkumu (OV)
63558;MUNI/A/1391/2021;1.1.2022;Molecular, cellular, tissue and systemic pathophysiology of selected complex diseases;prof. MUDr. Kateřina Kaňková, Ph.D.;2524;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav patologické fyziologie;;1 832 000;Kč;Ne;Deregulation of signaling pathways during embryonic development leads to developmental malformations, whereas their deregulation during adult life can lead to cancer or degenerative diseases. The primary cilium controls the course of several signaling pathways, of which the hedgehog pathway is the most studied in the context of the primary cilium. Thus, it is not surprising that disruptions in the structure of the primary cilium lead to phenotypic manifestations similar to deregulation of the hedgehog pathway.;Odbor výzkumu (OV)
63557;MUNI/A/1398/2021;1.1.2022;Tissue engineering resources 12;doc. MVDr. Aleš Hampl, CSc.;47170;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav histologie a embryologie;;1 635 000;Kč;Ne; While the connection between the primary cilia and the hedgehog pathway has been demonstrated beyond any doubt, the connection between the primary cilia and other signaling pathways is far less clear. The individual branches of the Wnt signaling pathways, i.e. the WNT/PCP and WNT/β-catenin pathways, are examples of other signaling pathways associated with the primary cilia. While the WNTIPCP pathway is associated with basal body positioning and thus with regulation of primary cilia positioning, the results of studies of the association between the WNT/β-catenin pathway and the primary cilia are often contradictory. While several studies have found excessive activity of the WNT/β-catenin pathway in cases where no primary cilia formation occurred due to the use of mutants of its key components, other studies have not confirmed these results. Also, studying mouse mutants of components of the WNT/β-catenin pathway did not reveal phenotypic manifestations similar to the defects in hedgehog signaling that would be expected if the WNTl/3-catenin pathway affected primary cilium. However, a recent study has been published showing that the WNT/β-catenin pathway affects primary cilium formation-ciliogenesis, thus the results of this study are somewhat controversial. To clarify the ambiguities in the existing data, we decided to use the RPE1 and HEK293 cell models, which are commonly used to study ciliogenesis and in which components of the primary cilia or WNT/β-catenin pathway have been removed by the CRISPR-Cas9 system. Our preliminary results indicate that activation of the Wnt pathway by its ligands or pharmacological inhibition does not affect the progression of ciliogenesis, but also suggest that non-physiologically excessive activation of Wnt signaling could regulate the formation or maintenance of primary cilia. Thus, further study will allow us to determine whether excessive activation of Wnt pathways, which is highly relevant in the context of cancer development, affects the process of ciliogenesis.;Odbor výzkumu (OV)
63573;MUNI/A/1402/2021;1.1.2022;Increasing knowledge of health risks and benefits of nutrition, environment and lifestyle IV;RNDr. Ondřej Zvěřina, Ph.D.;175365;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Ústav veřejného zdraví;;1 159 000;Kč;Ne;The specific pathophysiological processes underlying the development of the various symptoms of depressive disorder have not yet been fully elucidated. A number of factors - metabolic, inflammatory and hormonal - are probably involved in the pathophysiology of its development. These changes are then most likely accompanied by changes in the structure and function of the brain and nervous tissue. The above biomarkers may have prognostic value in terms of the future course of the disorder. One possible important pathophysiological process is dysregulation of the hypothalamic-pituitary-adrenal axis, which is associated with chronic stress and which may be related to alterations in cortisol levels. A longitudinal non-interventional study is currently underway at the Department of Psychiatry to comprehensively evaluate the diagnostic and prognostic potential of a combination of several biomarkers and their changes over time on symptoms of the depressive phase of affective disorders. The aim of this research task is then to evaluate the effect of cortisol levels on symptoms, severity and course of the acute phase of depressive;Odbor výzkumu (OV)
63556;MUNI/A/1404/2021;1.1.2022;Immunity in children after Covid-19;MUDr. Lukáš Homola, Ph.D.;39890;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika dět. infekčních nemocí;;96 000;Kč;Ne;disorder and, where relevant, changes in brain structure. For this purpose, a cooperation with the Biochemical Institute of the Faculty of Medicine of Masaryk University has been established, where a method for measuring cortisol levels in hair has been introduced. This method can map changes in cortisol levels over the last few months and is therefore suitable for assessing long-term changes.;Odbor výzkumu (OV)
63555;MUNI/A/1408/2021;1.1.2022;Organotypic cultures of glioblastoma - personalized testing of anticancer therapy;prof. MUDr. Radim Jančálek, Ph.D., MBA;152;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Neurochirurgická klinika;;289 000;Kč;Ne;"Alzheimer's disease (AD) is one of the most common types of dementia in the elderly worldwide. Although AD can occur in a genetically determined familial form (10%) caused by mutations in specific genes (APP1, PSEN1; PSEN2), it is most often a sporadic form of the disease (90%) caused by a combination of genetic and external factors (lifestyle, nutrition) through mechanisms that are not yet fully understood.";Odbor výzkumu (OV)
63554;MUNI/A/1416/2021;1.1.2022;Dynamic thermography in digestive system surgery;Mgr. Erik Staffa, Ph.D.;175512;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Biofyzikální ústav;;386 000;Kč;Ne;" The classical pathophysiological markers of AD include: (i) the formation of amyloid plaques, where there is excessive production of amyloid β peptides 42 (Aβ42) which tend to oligomerize and form insoluble plaques in the extracellular space disrupting neurons. (ii) Abnormal phosphorylation of Tau protein (microtubule-associated protein tau; MAPT) causing the formation of neurofibrillary tangles and as a consequence inhibition of axonal transport and neurotransmission.";Odbor výzkumu (OV)
63572;MUNI/A/1417/2021;1.1.2022;Physical parameters and influence of surgical treatment strategy in complicated operations IV;doc. MUDr. Lenka Veverková, Ph.D.;1681;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;I. chirurgická klinika;;193 000;Kč;Ne;" The aim of this project is to model AD using newly derived induced pluripotent stem cells (iPSCs) from patients with spontaneous AD. Six cell lines (4 lines from AD patients and 2 lines from healthy donors) have been reprogrammed and characterized from peripheral blood cells of patients, where the ""healthy-diseased"" line pairs correspond to each other by donor age, sex and variant genotype for Apolipoprotein E (ApoE), which is the most important genetic risk factor for AD. Two missing healthy donor lines will be created this year.";Odbor výzkumu (OV)
63553;MUNI/A/1418/2021;1.1.2022;Biomedical Sciences II;prof. RNDr. Ondřej Slabý, Ph.D.;42891;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Biologický ústav;;2 907 000;Kč;Ne;" The AD íPSCs lines will be differentiated into (i) cerebral organoid forms, which spontaneously generate maturing nerve cell types (immature neurons, mature neurons, oligodendrocytes, astrocytes) in 30 in vitro environments. We will study whether the pathophysiology typical of AD (formation of amyloid plaques, neurofibrillary tangles and other AD features) is manifested or whether there is a difference in the process of neural differentiation between the ""healthy-diseased"" lineage pairs. Next, the lines will be differentiated (ii) in an in vitro environment into the form of so-called neural rosettes from which neural stem cells with unlimited self-renewal and the ability to differentiate into mature neural cells will be derived. These cells will be used as an alternative model to cerebral organoids.";Odbor výzkumu (OV)
63552;MUNI/A/1421/2021;1.1.2022;The effect of perioperative hemodynamic optimization on the incidence of postoperative complications in brain surgery. A monocentric randomized pilot study.;MUDr. Ondřej Hrdý;21119;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika anesteziologie;;482 000;Kč;Ne; Information from the study of an advanced in vitro model of AD may elucidate the mechanism of disease onset and progression and contribute to the treatment of this complex disease.;Odbor výzkumu (OV)
63571;MUNI/A/1425/2021;1.1.2022;Sleep disturbances in children with autism: a limited polysomnography assessment;MUDr. Pavlína Danhofer, Ph.D.;51382;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika dětské neurologie;;386 000;Kč;Ne;Aging of tissues and organs is the result of the accumulation of adverse changes in biomolecules in cells, resulting in their reduced function, failure of regeneration and decay of tissue structures. Virtually all mammalian cell types respond to deviation from the tissue and cellular optimum by evolutionarily conserved molecular signaling associated more broadly with the endoplasmic reticulum (ER). Loss of homeostasis (ER stress) then translates to the cellular and tissue level and contributes to increased risk of degenerative or cancerous diseases during aging. For this reason, it is important to understand the mechanisms involved in tissue ageing and to unravel the genetic background and function of the genes involved in these changes. A suitable biologically and clinically relevant model for studying these mechanisms is the ovarian surface epithelium (OSE), which is physiologically subjected to cycles of damage and regeneration (during the ovulatory cycle) and also exhibits morphological and functional changes during aging (menopause). In addition, it can be very well studied in animal models.Based on our previous research on ovarian cancer (OC) tumor lines and murine ovarian surface epithelial (mOSE) non-tumor lines, the Junior Researcher project will focus on elucidating the role and molecular mechanisms of action of the tumor suppressor gene TUSC3. We have shown that this gene is significantly involved in the regulation of ER stress, post-translational modifications of proteins and is also a significant factor that correlates with adverse disease outcome in OC patients.;Odbor výzkumu (OV)
63570;MUNI/A/1427/2021;1.1.2022;"Personalized therapy in pediatric oncology: towards ""liquid dynamic medicine"" and ""N-of-1 clinical trials""";prof. MUDr. Jaroslav Štěrba, Ph.D.;348;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Klinika dětské onkologie;;690 000;Kč;Ne;Cell death is one of the most important processes affecting homeostasis and health of the body. The processes of lytic cell death, where the integrity of the plasma membrane is compromised and damage-associated molecules (DAMPs) are released, are involved in the pathogenesis of many human diseases. Pyroptosis, cell death induced mainly by intracellular parasites such as bacteria or viruses, is one of the main initiators of inflammation in the body. Pyroptosis is a lytic death accompanied by loss of antioxidant capacity of the cell and extensive fatty acid oxidation. Disruption of its regulation can lead to tumor cell transformation or neurodegenerative diseases. Necroptosis is a mechanism of programmed necrosis by which cancer cells incapable of apoptosis often die, with great importance in cancer therapy.  The;Odbor výzkumu (OV)
63569;MUNI/A/1440/2021;1.1.2022;Preclinical and clinical research of the Institute of Pharmacology in the field of pharmacokinetics, neurobiology of addiction and personalized pharmacotherapy in oncology;doc. PharmDr. Jan Juřica, Ph.D.;14537;31.12.2022;Příjemce;MU / Specifický výzkum - podpora studentských projektů;LF;Farmakologický ústav;;1 350 000;Kč;Ne;aim of this project is to create different datasets of quantitative phase imaging by holographic microscopy capturing the aforementioned lytic cell death. This type of microscopy allows the quantification of dynamic physical parameters of the cell population, such as cell mass and the dynamics of changes in its distribution over time and space. Different types of cell death will be induced by a combination of specific inducers and inhibitors of Oako (e.g. erastin, Z-VAD-FMK, LPS). Verification of the progress of the desired cell death will be performed by fluorescence microscopy and immunoblotting.  ;Odbor výzkumu (OV)
63568;MUNI/A/1445/2021;1.1.2022;Diseases of the oral cavity - research on their etiopathogenesis, diagnosis and treatment approaches;prof. MUDr. Lydie Izakovičová Hollá, Ph.D.;734;31.12.2022;Příjemce-koordinátor;MU / Specifický výzkum - podpora studentských projektů;LF;Stomatologická klinika;;675 000;Kč;Ne;The data obtained will help to form a comprehensive set of information on the dynamico-morphological manifestations of lytic cell death processes. This set may further serve to detect individual types of cell death in cell lines, for example, when testing experimental cytostatics.The temporal context of the microscopic recordings of cell death take may refine downstream biological and biochemical experiments.;Odbor výzkumu (OV)
